,Clover ID,Name,Alternate Name,Description,Price,Price Type,Price Unit,Cost,Product Code,SKU,Quantity,Hidden?,Default tax rates?,Non-revenue item?,Printer Labels,Modifier Groups,Categories,Tax Rates,Variant Attribute,Variant Option,vendor_x,vendor_y
1573,QWT3SMRT1XVYP,The Good Stuff: Silver - Pipe Tobbaco 6 oz (CTD),,,$7.99,Fixed,,$5.50,894135001281,894135001281,,No,No,No,,,Tobacco - OTP,Processing Charge,,,CTD,CTD
1574,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1575,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1576,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1577,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1578,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1579,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1580,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1581,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1582,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1583,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1584,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1585,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1586,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1587,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1588,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1589,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1590,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1591,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1592,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1593,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1594,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1595,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1596,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1597,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1598,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1599,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1600,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1601,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1602,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1603,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1604,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1605,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1606,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1607,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1608,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1609,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1610,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1611,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1612,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1613,DYCWN31YJBRXA,Newport: Menthol Gold 100 Box Pk (CTD),,,$14.83,Fixed,,$13.16,02657211,02657211,,Yes,No,No,Cigarettes,,Tobacco - Cigarettes,Processing Charge,,,CTD,CTD
1614,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1615,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1616,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1617,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1618,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1619,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1620,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1621,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1622,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1623,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1624,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1625,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1626,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1627,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1628,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1629,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1630,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1631,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1632,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1633,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1634,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1635,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1636,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1637,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1638,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1639,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1640,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1641,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1642,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1643,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1644,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1645,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1646,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1647,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1648,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1649,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1650,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1651,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1652,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1653,QY6V6VWA91SCY,5-Hour Energy: Blue Raspberry - Extra Strength 1.93 oz Bottle (CGD),,,$3.99,Fixed,,$2.01,719410760014,518480,,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,,CGD,CGD
1654,2GDRT6WGCCQF4,Frito Lay: Doritos - Nacho Cheese Chips 2 3/4 oz Bag,,,$2.69,Fixed,,$1.88,028400325059,,,No,Yes,No,,,Snacks - Chips,,,,Frito,Frito
1655,5VTQW7TDJ1FTW,Wizard: Laundry Detergent Pod 2.26 oz Bag,,,$2.99,Fixed,,$1.33,850038699987,,,No,Yes,No,,,Household - Cleaning Supplies,,,,,
1656,5PVPCQTDSFM5R,Monocacy: Harvest Hazy - Hybrid Hazy IPA 16 oz / 4 pk Cans (MBD),,,$13.99,Fixed,,$9.00,783970721969,,,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,,MBD,MBD
1657,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1658,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1659,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1660,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1661,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1662,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1663,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1664,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1665,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1666,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1667,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1668,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1669,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1670,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1671,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1672,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1673,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1674,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1675,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1676,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1677,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1678,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1679,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1680,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1681,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1682,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1683,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1684,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1685,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1686,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1687,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1688,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1689,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1690,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1691,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1692,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1693,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1694,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1695,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
1696,QERFY1JYHHJP6,Frito Lay: Lay's - Barbecue Chips 2.625 oz Bag,,,$2.69,Fixed,,$1.88,028400324205,,1.0,No,Yes,No,,,Snacks - Chips,,,,Frito,Frito
1697,YEY9W0XG1WV32,Bayer: Asprin 36 Tablets (KUD),,,$8.29,Fixed,,$4.59,312843131057,312843131057,,Yes,No,No,,,Medicine / Vitamins,Processing Charge,,,KUD,KUD
1698,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1699,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1700,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1701,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1702,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1703,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1704,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1705,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1706,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1707,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1708,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1709,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1710,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1711,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1712,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1713,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1714,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1715,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1716,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1717,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1718,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1719,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1720,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1721,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1722,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1723,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1724,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1725,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1726,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1727,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1728,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1729,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1730,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1731,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1732,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1733,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1734,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1735,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1736,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1737,EA0J5RH5V0G6W,Salute: Birthday Candles 24 Pk Box,,,$1.99,Fixed,,$0.51,024291150138,024291150138,,No,Yes,No,,,Household - General Products,,,,,
1738,T9G28J6Q7AMZ0,Ricola: Cherry Honey Cough Drops 9 ct pk,,,$1.79,Fixed,,$0.93,036602001022,036602001022,,No,No,No,,,Medicine / Vitamins,Processing Charge,,,,
1739,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1740,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1741,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1742,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1743,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1744,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1745,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1746,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1747,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1748,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1749,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1750,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1751,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1752,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1753,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1754,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1755,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1756,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1757,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1758,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1759,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1760,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1761,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1762,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1763,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1764,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1765,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1766,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1767,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1768,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1769,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1770,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1771,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1772,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1773,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1774,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1775,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1776,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1777,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1778,WGB49PV71K6ZT,Frito Lay: Fritos - Corn Bar-B-Q Chips 3 1/2 oz Bag,,,$2.69,Fixed,,$1.88,028400636414,,2.0,No,Yes,No,,,Snacks - Chips,,,,Frito,Frito
1779,XBYZ0Y0NCTBHY,Frito Lay: Fritos - Corn Original Chips 3.5 oz Bag,,,$2.69,Fixed,,$1.88,028400327305,10078200,1.0,No,Yes,No,,,Snacks - Chips,,,,Frito,Frito
1780,2F29C0S23JHB6,Frito Lay: Lay's - Kettle Cooked Jalapeno Chips 2 1/2 oz Bag,,,$2.69,Fixed,,$1.88,028400324878,,2.0,No,Yes,No,,,Snacks - Chips,,,,Frito,Frito
1781,BGS6F7HJJQSKE,Frito Lay: Cheetos - Puffs Cheese Original 2 5/8 oz Bag,,,$2.69,Fixed,,$1.88,028400742443,12086600,2.0,No,Yes,No,,,Snacks - Chips,,,,Frito,Frito
1782,TMDFCJJH7MK4M,Frito Lay: Cracker Jack - The Original Caramel Popcorn 4 1/8 oz Bag,,,$2.69,Fixed,,$1.88,028400172516,07312900,2.0,No,Yes,No,,,Snacks - Chips,,,,Frito,Frito
1783,XF6BV7CM3YH1M,Banquet: Meatloaf Meal 8 oz Pk (WGD),,,$2.59,Fixed,,$1.32,031000007430,,,No,No,No,,,Frozen Food,Processing Charge,,,WGD,WGD
1784,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1785,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1786,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1787,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1788,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1789,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1790,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1791,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1792,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1793,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1794,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1795,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1796,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1797,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1798,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1799,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1800,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1801,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1802,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1803,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1804,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1805,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1806,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1807,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1808,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1809,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1810,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1811,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1812,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1813,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1814,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1815,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1816,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1817,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1818,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1819,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1820,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1821,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1822,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1823,ABSBHFP64K9TE,Celeste: Deluxe Pizza 5.9 oz Pk (WGD),,,$2.69,Fixed,,$1.33,019600045809,019600045809,,No,No,No,,,Frozen Food,Processing Charge,,,WGD,WGD
1824,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1825,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1826,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1827,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1828,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1829,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1830,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1831,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1832,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1833,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1834,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1835,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1836,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1837,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1838,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1839,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1840,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1841,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1842,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1843,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1844,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1845,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1846,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1847,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1848,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1849,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1850,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1851,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1852,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1853,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1854,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1855,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1856,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1857,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1858,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1859,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1860,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1861,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1862,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1863,77H07TBHBWAPY,Celeste: Suprema Pizza 5.96 oz Pk (WGD),,,$2.69,Fixed,,$1.33,019600046707,019600046707,,No,Yes,No,,,Frozen Food,,,,WGD,WGD
1864,D4FZ61H7BKXFW,Corn Meal 32 oz Bag (WGD),,,$3.09,Fixed,,$1.66,010200231005,,,Yes,Yes,No,,,Groceries - Baking,,,,WGD,WGD
1865,WA572N9SFH3TG,Jimmy Dean: Loaded Potato Breakfast Bowl 7 oz Pk (WGD),,,$5.29,Fixed,,$2.97,077900471810,,,Yes,No,No,,,Frozen Food,Processing Charge,,,WGD,WGD
1866,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1867,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1868,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1869,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1870,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1871,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1872,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1873,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1874,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1875,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1876,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1877,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1878,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1879,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1880,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1881,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1882,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1883,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1884,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1885,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1886,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1887,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1888,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1889,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1890,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1891,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1892,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1893,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1894,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1895,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1896,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1897,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1898,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1899,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1900,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1901,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1902,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1903,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1904,,,,,,,,,,,,,,,,,,Retail Tax,,,,
1905,8PWJN7V7VJWMG,The Good Stuff: Gold - Pipe Tobacco 16 oz Bag (CTD),,,$16.99,Fixed,,$11.94,894135001021,894135001021,,No,No,No,,,Tobacco - OTP,Processing Charge,,,CTD,CTD
1906,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1907,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1908,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1909,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1910,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1911,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1912,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1913,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1914,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1915,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1916,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1917,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1918,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1919,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1920,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1921,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1922,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1923,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1924,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1925,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1926,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1927,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1928,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1929,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1930,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1931,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1932,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1933,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1934,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1935,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1936,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1937,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1938,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1939,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1940,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1941,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1942,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1943,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1944,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1945,NHS13TA0DPX4C,Starburst: Swirlers Chewy Sticks 2.96 oz Bag (CGD),,,$2.99,Fixed,,$1.75,022000282385,305813,1.0,Yes,Yes,No,,,Snacks - Candy,,,,CGD,CGD
1946,HKSESZR1TN76Y,Frito Lay: Smartfood - White Cheddar Popcorn 2 oz Bag,,,$2.69,Fixed,,$1.88,028400331791,10093100,,No,Yes,No,,,Snacks - Chips,,,,Frito,Frito
1947,YGN0ZBQJP9FJY,JOB: Cones Kings 3 pk (CTD),,,$3.99,Fixed,,$1.99,077170119993,077170119993,,Yes,No,No,,,Tobacco - OTP,Processing Charge,,,CTD,CTD
1948,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
1949,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
